gene	gene_id	transcript	canonical	mane_select	lof_hc_lc.obs	lof_hc_lc.exp	lof_hc_lc.possible	lof_hc_lc.oe	lof_hc_lc.mu	lof_hc_lc.pLI	lof_hc_lc.pNull	lof_hc_lc.pRec	lof.obs	lof.exp	lof.possible	lof.oe	lof.mu	lof.pLI	lof.pNull	lof.pRec	lof.oe_ci.lower	lof.oe_ci.upper	lof.oe_ci.upper_rank	lof.oe_ci.upper_bin_decile	lof.z_raw	lof.z_score	mis.obs	mis.exp	mis.possible	mis.oe	mis.mu	mis.oe_ci.lower	mis.oe_ci.upper	mis.z_raw	mis.z_score	mis_pphen.obs	mis_pphen.exp	mis_pphen.possible	mis_pphen.oe	syn.obs	syn.exp	syn.possible	syn.oe	syn.mu	syn.oe_ci.lower	syn.oe_ci.upper	syn.z_raw	syn.z_score	constraint_flags	level	transcript_type	chromosome	cds_length	num_coding_exons
CIITA	ENSG00000179583	ENST00000576601	false	false	22	2.6211e+01	130	8.3934e-01	4.2986e-07	3.4430e-07	2.0929e-01	7.9071e-01	18	2.2681e+01	111	7.9361e-01	3.6899e-07	8.9985e-06	1.5037e-01	8.4962e-01	5.4800e-01	1.1770e+00	NA	NA	9.8294e-01	8.3283e-01	266	2.3018e+02	1162	1.1556e+00	2.5006e-06	1.0450e+00	1.2790e+00	-2.3609e+00	-8.6218e-01	39	3.6450e+01	193	1.0700e+00	91	8.7377e+01	323	1.0415e+00	1.0755e-06	8.7800e-01	1.2400e+00	-3.8757e-01	-2.1124e-01	[]	2	protein_coding	chr16	532	6
CIITA	ENSG00000179583	ENST00000618207	false	false	51	6.6234e+01	305	7.7000e-01	1.3054e-06	6.9043e-14	4.7429e-02	9.5257e-01	45	5.0017e+01	234	8.9969e-01	8.2918e-07	2.1587e-14	4.0886e-01	5.9114e-01	7.0800e-01	1.1530e+00	NA	NA	7.0943e-01	6.0109e-01	519	4.6866e+02	2280	1.1074e+00	4.3867e-06	1.0300e+00	1.1910e+00	-2.3252e+00	-8.4915e-01	153	1.5565e+02	796	9.8300e-01	186	1.8103e+02	709	1.0274e+00	1.8863e-06	9.1100e-01	1.1600e+00	-3.6919e-01	-2.0122e-01	[]	3	protein_coding	chr16	1059	11
CIITA	ENSG00000179583	ENST00000618327	false	false	72	1.2028e+02	556	5.9861e-01	1.5607e-06	2.4141e-13	9.3702e-06	9.9999e-01	72	1.2028e+02	556	5.9861e-01	1.5607e-06	2.5257e-13	8.9346e-06	9.9999e-01	4.9400e-01	7.2800e-01	NA	NA	4.4021e+00	3.7298e+00	1619	1.5255e+03	7129	1.0613e+00	1.6090e-05	1.0180e+00	1.1060e+00	-2.3929e+00	-8.7387e-01	336	3.9361e+02	2003	8.5364e-01	764	6.6706e+02	2412	1.1453e+00	7.3703e-06	1.0780e+00	1.2160e+00	-3.7534e+00	-2.0457e+00	[]	3	protein_coding	chr16	3393	19
CIITA	ENSG00000179583	ENST00000636238	false	false	17	2.2197e+01	111	7.6585e-01	3.7476e-07	2.3562e-05	1.3124e-01	8.6873e-01	16	2.1028e+01	105	7.6089e-01	3.5408e-07	4.7215e-05	1.2544e-01	8.7452e-01	5.1400e-01	1.1560e+00	NA	NA	1.0964e+00	9.2900e-01	203	1.7830e+02	925	1.1385e+00	1.8232e-06	1.0150e+00	1.2790e+00	-1.8495e+00	-6.7542e-01	64	5.9258e+01	321	1.0800e+00	60	6.3273e+01	233	9.4828e-01	6.4896e-07	7.6900e-01	1.1760e+00	4.1142e-01	2.2424e-01	[]	2	protein_coding	chr16	418	5
CIITA	ENSG00000179583	ENST00000637439	false	false	22	2.6068e+01	130	8.4396e-01	4.2221e-07	3.1768e-07	2.1634e-01	7.8366e-01	20	2.4571e+01	121	8.1397e-01	3.9757e-07	1.9419e-06	1.6925e-01	8.3074e-01	5.7200e-01	1.1830e+00	NA	NA	9.2211e-01	7.8129e-01	247	2.1449e+02	1098	1.1516e+00	2.2338e-06	1.0370e+00	1.2800e+00	-2.2198e+00	-8.1065e-01	73	6.7527e+01	375	1.0810e+00	82	7.7177e+01	291	1.0625e+00	8.6772e-07	8.8800e-01	1.2770e+00	-5.4898e-01	-2.9922e-01	[]	2	protein_coding	chr16	782	7
CIITA	ENSG00000179583	ENST00000644232	false	false	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	91	1.1785e+02	524	7.7216e-01	3.2219e-06	6.5100e-01	9.1900e-01	2.4734e+00	9.0328e-01	22	3.8935e+01	181	5.6504e-01	55	4.6557e+01	157	1.1813e+00	1.1647e-06	9.5000e-01	1.4790e+00	-1.2373e+00	-6.7439e-01	["no_exp_lof"]	2	nonsense_mediated_decay	chr16	241	3
CIITA	ENSG00000179583	ENST00000646979	false	false	1	1.1683e+01	48	8.5594e-02	3.0540e-07	9.7928e-01	2.5907e-04	2.0457e-02	1	1.1683e+01	48	8.5594e-02	3.0540e-07	9.8019e-01	2.3633e-04	1.9572e-02	2.9000e-02	4.0600e-01	NA	NA	3.1255e+00	2.6482e+00	91	1.1785e+02	524	7.7216e-01	3.2219e-06	6.5100e-01	9.1900e-01	2.4734e+00	9.0328e-01	22	3.8935e+01	181	5.6504e-01	55	4.6557e+01	157	1.1813e+00	1.1647e-06	9.5000e-01	1.4790e+00	-1.2373e+00	-6.7439e-01	[]	2	protein_coding	chr16	241	3
CITED2	10370	NM_001168388.3	false	false	3	1.1590e+01	48	2.5884e-01	1.2077e-07	7.9290e-01	5.2701e-03	2.0183e-01	2	1.0705e+01	43	1.8683e-01	1.0542e-07	8.9808e-01	2.2724e-03	9.9651e-02	7.5000e-02	5.8800e-01	NA	NA	2.6605e+00	2.2542e+00	437	3.8237e+02	1718	1.1429e+00	2.0574e-06	1.0560e+00	1.2370e+00	-2.7936e+00	-1.0202e+00	87	1.0191e+02	481	8.5367e-01	210	1.5118e+02	468	1.3890e+00	7.9972e-07	1.2400e+00	1.5570e+00	-4.7835e+00	-2.6072e+00	[]	NA	NA	NA	NA	NA
CITED2	10370	NM_001168389.3	false	false	4	1.2496e+01	54	3.2011e-01	1.3588e-07	6.3769e-01	9.9848e-03	3.5232e-01	4	1.2496e+01	54	3.2011e-01	1.3588e-07	6.4836e-01	9.2523e-03	3.4239e-01	1.5700e-01	7.3300e-01	NA	NA	2.4034e+00	2.0363e+00	449	3.8841e+02	1750	1.1560e+00	2.0377e-06	1.0690e+00	1.2500e+00	-3.0745e+00	-1.1228e+00	84	1.0033e+02	468	8.3721e-01	210	1.5196e+02	472	1.3819e+00	8.1344e-07	1.2340e+00	1.5490e+00	-4.7083e+00	-2.5662e+00	[]	NA	NA	NA	NA	NA
CITED2	10370	NM_006079.5	true	true	3	1.1590e+01	48	2.5884e-01	1.2077e-07	7.9290e-01	5.2701e-03	2.0183e-01	2	1.0705e+01	43	1.8683e-01	1.0542e-07	8.9808e-01	2.2724e-03	9.9651e-02	7.5000e-02	5.8800e-01	NA	NA	2.6605e+00	2.2542e+00	437	3.8237e+02	1718	1.1429e+00	2.0574e-06	1.0560e+00	1.2370e+00	-2.7936e+00	-1.0202e+00	87	1.0191e+02	481	8.5367e-01	210	1.5118e+02	468	1.3890e+00	7.9972e-07	1.2400e+00	1.5570e+00	-4.7835e+00	-2.6072e+00	[]	NA	NA	NA	NA	NA
CITED2	ENSG00000164442	ENST00000367651	true	true	3	1.1590e+01	48	2.5884e-01	1.2077e-07	7.9290e-01	5.2701e-03	2.0183e-01	2	1.0705e+01	43	1.8683e-01	1.0542e-07	8.9808e-01	2.2724e-03	9.9651e-02	7.5000e-02	5.8800e-01	3780	2	2.6605e+00	2.2542e+00	437	3.8237e+02	1718	1.1429e+00	2.0574e-06	1.0560e+00	1.2370e+00	-2.7936e+00	-1.0202e+00	87	1.0191e+02	481	8.5367e-01	210	1.5118e+02	468	1.3890e+00	7.9972e-07	1.2400e+00	1.5570e+00	-4.7835e+00	-2.6072e+00	[]	2	protein_coding	chr6	810	1
CITED2	ENSG00000164442	ENST00000536159	false	false	3	1.1590e+01	48	2.5884e-01	1.2077e-07	7.9290e-01	5.2701e-03	2.0183e-01	2	1.0705e+01	43	1.8683e-01	1.0542e-07	8.9808e-01	2.2724e-03	9.9651e-02	7.5000e-02	5.8800e-01	NA	NA	2.6605e+00	2.2542e+00	437	3.8237e+02	1718	1.1429e+00	2.0574e-06	1.0560e+00	1.2370e+00	-2.7936e+00	-1.0202e+00	87	1.0191e+02	481	8.5367e-01	210	1.5118e+02	468	1.3890e+00	7.9972e-07	1.2400e+00	1.5570e+00	-4.7835e+00	-2.6072e+00	[]	3	protein_coding	chr6	810	1
CITED2	ENSG00000164442	ENST00000537332	false	false	4	1.2496e+01	54	3.2011e-01	1.3588e-07	6.3769e-01	9.9848e-03	3.5232e-01	4	1.2496e+01	54	3.2011e-01	1.3588e-07	6.4836e-01	9.2523e-03	3.4239e-01	1.5700e-01	7.3300e-01	NA	NA	2.4034e+00	2.0363e+00	449	3.8841e+02	1750	1.1560e+00	2.0377e-06	1.0690e+00	1.2500e+00	-3.0745e+00	-1.1228e+00	84	1.0033e+02	468	8.3721e-01	210	1.5196e+02	472	1.3819e+00	8.1344e-07	1.2340e+00	1.5490e+00	-4.7083e+00	-2.5662e+00	[]	3	protein_coding	chr6	825	2
CITED2	ENSG00000164442	ENST00000618718	false	false	5	1.3575e+01	58	3.6832e-01	1.5691e-07	4.6913e-01	1.5074e-02	5.1580e-01	4	1.2329e+01	52	3.2443e-01	1.3461e-07	6.2889e-01	1.0241e-02	3.6087e-01	1.5900e-01	7.4200e-01	NA	NA	2.3721e+00	2.0099e+00	330	2.9058e+02	1367	1.1356e+00	1.5909e-06	1.0370e+00	1.2440e+00	-2.3123e+00	-8.4443e-01	73	8.6621e+01	417	8.4275e-01	154	1.1078e+02	349	1.3901e+00	6.2356e-07	1.2190e+00	1.5890e+00	-4.1060e+00	-2.2379e+00	[]	3	protein_coding	chr6	639	2
CLCN2	1181	NM_001171087.3	false	false	71	1.1072e+02	507	6.4127e-01	1.3269e-06	6.9770e-15	1.0996e-04	9.9989e-01	71	1.1072e+02	507	6.4127e-01	1.3269e-06	7.2995e-15	1.0484e-04	9.9990e-01	5.2900e-01	7.8100e-01	NA	NA	3.7746e+00	3.1982e+00	1028	1.2294e+03	5611	8.3615e-01	1.2251e-05	7.9400e-01	8.8000e-01	5.7453e+00	2.0981e+00	309	4.1759e+02	1957	7.3996e-01	468	4.8326e+02	1864	9.6843e-01	4.3135e-06	8.9700e-01	1.0450e+00	6.9408e-01	3.7831e-01	[]	NA	NA	NA	NA	NA
CLCN2	1181	NM_001171088.3	false	false	67	1.0632e+02	486	6.3015e-01	1.3215e-06	1.0540e-13	9.9410e-05	9.9990e-01	67	1.0632e+02	486	6.3015e-01	1.3215e-06	1.1028e-13	9.4789e-05	9.9991e-01	5.1700e-01	7.7200e-01	NA	NA	3.8137e+00	3.2313e+00	1008	1.2028e+03	5456	8.3807e-01	1.2228e-05	7.9500e-01	8.8300e-01	5.6158e+00	2.0508e+00	392	5.0905e+02	2328	7.7007e-01	446	4.7032e+02	1809	9.4830e-01	4.3133e-06	8.7700e-01	1.0260e+00	1.1212e+00	6.1113e-01	[]	NA	NA	NA	NA	NA
CLCN2	1181	NM_001171089.3	false	false	69	1.0771e+02	488	6.4061e-01	1.2914e-06	1.8094e-14	1.3269e-04	9.9987e-01	69	1.0771e+02	488	6.4061e-01	1.2914e-06	1.8931e-14	1.2652e-04	9.9987e-01	5.2700e-01	7.8300e-01	NA	NA	3.7299e+00	3.1603e+00	1022	1.2176e+03	5536	8.3935e-01	1.2216e-05	7.9600e-01	8.8400e-01	5.6058e+00	2.0472e+00	334	4.4486e+02	2038	7.5080e-01	454	4.7617e+02	1830	9.5344e-01	4.1712e-06	8.8200e-01	1.0300e+00	1.0159e+00	5.5371e-01	[]	NA	NA	NA	NA	NA
CLCN2	1181	NM_004366.6	true	true	72	1.1146e+02	509	6.4594e-01	1.3378e-06	2.9699e-15	1.2503e-04	9.9987e-01	72	1.1146e+02	509	6.4594e-01	1.3378e-06	3.1071e-15	1.1922e-04	9.9988e-01	5.3300e-01	7.8600e-01	NA	NA	3.7380e+00	3.1672e+00	1048	1.2537e+03	5717	8.3593e-01	1.2275e-05	7.9400e-01	8.8000e-01	5.8095e+00	2.1216e+00	365	4.8348e+02	2229	7.5494e-01	471	4.9059e+02	1895	9.6007e-01	4.3319e-06	8.8900e-01	1.0360e+00	8.8441e-01	4.8204e-01	[]	NA	NA	NA	NA	NA
CLCN2	1181	XM_006713489.1	false	false	70	1.0586e+02	483	6.6126e-01	1.3344e-06	2.1055e-15	3.2387e-04	9.9968e-01	70	1.0586e+02	483	6.6126e-01	1.3344e-06	2.2028e-15	3.0881e-04	9.9969e-01	5.4400e-01	8.0700e-01	NA	NA	3.4852e+00	2.9530e+00	1010	1.2112e+03	5482	8.3388e-01	5.4687e-06	7.9100e-01	8.7800e-01	5.7814e+00	2.1113e+00	NA	NA	NA	NA	455	4.7494e+02	1833	9.5801e-01	4.3087e-06	8.8600e-01	1.0350e+00	9.1518e-01	4.9881e-01	[]	NA	NA	NA	NA	NA
CLCN2	1181	XM_006713490.2	false	false	48	7.1725e+01	326	6.6922e-01	1.1120e-06	4.4380e-11	3.4749e-03	9.9653e-01	43	6.2695e+01	284	6.8586e-01	9.4942e-07	2.3552e-10	8.2254e-03	9.9177e-01	5.3600e-01	8.8400e-01	NA	NA	2.4874e+00	2.1075e+00	607	7.1846e+02	3264	8.4486e-01	5.0584e-06	7.9000e-01	9.0300e-01	4.1584e+00	1.5186e+00	NA	NA	NA	NA	278	2.8280e+02	1083	9.8302e-01	3.7170e-06	8.9000e-01	1.0860e+00	2.8561e-01	1.5567e-01	[]	NA	NA	NA	NA	NA
CLCN2	1181	XM_011512401.1	false	false	63	1.0300e+02	470	6.1168e-01	1.1511e-06	2.7100e-12	6.5706e-05	9.9993e-01	63	1.0300e+02	470	6.1168e-01	1.1511e-06	2.8352e-12	6.2652e-05	9.9994e-01	4.9800e-01	7.5400e-01	NA	NA	3.9410e+00	3.3391e+00	946	1.1189e+03	5114	8.4544e-01	5.3522e-06	8.0100e-01	8.9200e-01	5.1700e+00	1.8880e+00	NA	NA	NA	NA	415	4.3621e+02	1693	9.5138e-01	3.8741e-06	8.7700e-01	1.0320e+00	1.0155e+00	5.5347e-01	[]	NA	NA	NA	NA	NA
CLCN2	ENSG00000114859	ENST00000265593	true	true	72	1.1146e+02	509	6.4594e-01	1.3378e-06	2.9699e-15	1.2503e-04	9.9987e-01	72	1.1146e+02	509	6.4594e-01	1.3378e-06	3.1071e-15	1.1922e-04	9.9988e-01	5.3300e-01	7.8600e-01	6262	3	3.7380e+00	3.1672e+00	1048	1.2537e+03	5717	8.3593e-01	1.2275e-05	7.9400e-01	8.8000e-01	5.8095e+00	2.1216e+00	365	4.8348e+02	2229	7.5494e-01	471	4.9059e+02	1895	9.6007e-01	4.3319e-06	8.8900e-01	1.0360e+00	8.8441e-01	4.8204e-01	[]	2	protein_coding	chr3	2694	24
CLCN2	ENSG00000114859	ENST00000344937	false	false	71	1.1072e+02	507	6.4127e-01	1.3269e-06	6.9770e-15	1.0996e-04	9.9989e-01	71	1.1072e+02	507	6.4127e-01	1.3269e-06	7.2995e-15	1.0484e-04	9.9990e-01	5.2900e-01	7.8100e-01	NA	NA	3.7746e+00	3.1982e+00	1028	1.2294e+03	5611	8.3615e-01	1.2251e-05	7.9400e-01	8.8000e-01	5.7453e+00	2.0981e+00	309	4.1759e+02	1957	7.3996e-01	468	4.8326e+02	1864	9.6843e-01	4.3135e-06	8.9700e-01	1.0450e+00	6.9408e-01	3.7831e-01	[]	2	protein_coding	chr3	2643	24
CLCN2	ENSG00000114859	ENST00000430397	false	false	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	170	1.8416e+02	832	9.2310e-01	3.9085e-06	8.1400e-01	1.0480e+00	1.0436e+00	3.8111e-01	71	8.7212e+01	405	8.1411e-01	68	7.3013e+01	283	9.3134e-01	1.4614e-06	7.6500e-01	1.1400e+00	5.8667e-01	3.1976e-01	["no_exp_lof"]	2	nonsense_mediated_decay	chr3	398	5
CLCN2	ENSG00000114859	ENST00000434054	false	false	67	1.0632e+02	486	6.3015e-01	1.3215e-06	1.0540e-13	9.9410e-05	9.9990e-01	67	1.0632e+02	486	6.3015e-01	1.3215e-06	1.1028e-13	9.4789e-05	9.9991e-01	5.1700e-01	7.7200e-01	NA	NA	3.8137e+00	3.2313e+00	1008	1.2028e+03	5456	8.3807e-01	1.2228e-05	7.9500e-01	8.8300e-01	5.6158e+00	2.0508e+00	392	5.0905e+02	2328	7.7007e-01	446	4.7032e+02	1809	9.4830e-01	4.3133e-06	8.7700e-01	1.0260e+00	1.1212e+00	6.1113e-01	[]	1	protein_coding	chr3	2562	23
CLCN2	ENSG00000114859	ENST00000457512	false	false	69	1.0771e+02	488	6.4061e-01	1.2914e-06	1.8094e-14	1.3269e-04	9.9987e-01	69	1.0771e+02	488	6.4061e-01	1.2914e-06	1.8931e-14	1.2652e-04	9.9987e-01	5.2700e-01	7.8300e-01	NA	NA	3.7299e+00	3.1603e+00	1022	1.2176e+03	5536	8.3935e-01	1.2216e-05	7.9600e-01	8.8400e-01	5.6058e+00	2.0472e+00	334	4.4486e+02	2038	7.5080e-01	454	4.7617e+02	1830	9.5344e-01	4.1712e-06	8.8200e-01	1.0300e+00	1.0159e+00	5.5371e-01	[]	2	protein_coding	chr3	2607	23
CLCN2	ENSG00000114859	ENST00000475279	false	false	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	116	1.4432e+02	680	8.0379e-01	2.2170e-06	6.9000e-01	9.3800e-01	2.3572e+00	8.6082e-01	21	2.5302e+01	132	8.2997e-01	45	6.7708e+01	264	6.6462e-01	1.4980e-06	5.2200e-01	8.5200e-01	2.7596e+00	1.5041e+00	["no_exp_lof"]	2	nonsense_mediated_decay	chr3	337	4
CLCN2	ENSG00000114859	ENST00000636180	false	false	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	316	3.8326e+02	1756	8.2450e-01	4.9376e-06	7.5100e-01	9.0500e-01	3.4358e+00	1.2547e+00	99	1.3791e+02	667	7.1783e-01	147	1.6130e+02	634	9.1135e-01	2.2231e-06	7.9600e-01	1.0450e+00	1.1258e+00	6.1363e-01	["no_exp_lof"]	2	nonsense_mediated_decay	chr3	864	8
CLCN2	ENSG00000114859	ENST00000636241	false	false	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	516	6.1802e+02	2825	8.3493e-01	8.8782e-06	7.7600e-01	8.9800e-01	4.1037e+00	1.4987e+00	199	2.6522e+02	1222	7.5033e-01	225	2.4168e+02	949	9.3099e-01	2.9185e-06	8.3400e-01	1.0400e+00	1.0728e+00	5.8472e-01	["no_exp_lof"]	2	nonsense_mediated_decay	chr3	1346	13
CLCN2	ENSG00000114859	ENST00000636419	false	false	2	7.3308e+00	31	2.7282e-01	1.3407e-07	6.0045e-01	2.4205e-02	3.7535e-01	2	7.3308e+00	31	2.7282e-01	1.3407e-07	6.1190e-01	2.2482e-02	3.6562e-01	1.1100e-01	8.5900e-01	NA	NA	1.9689e+00	1.6682e+00	110	1.3943e+02	603	7.8894e-01	3.1411e-06	6.7500e-01	9.2400e-01	2.4921e+00	9.1012e-01	33	5.4477e+01	223	6.0576e-01	51	5.5809e+01	216	9.1383e-01	1.2419e-06	7.2900e-01	1.1540e+00	6.4376e-01	3.5088e-01	[]	2	protein_coding	chr3	287	3
CLCN2	ENSG00000114859	ENST00000636492	false	false	33	5.9559e+01	270	5.5407e-01	9.0591e-07	1.0103e-05	6.7233e-04	9.9932e-01	33	5.9559e+01	270	5.5407e-01	9.0591e-07	1.0570e-05	6.4109e-04	9.9935e-01	4.1900e-01	7.4100e-01	NA	NA	3.4414e+00	2.9159e+00	532	6.4126e+02	2956	8.2961e-01	8.4830e-06	7.7200e-01	8.9100e-01	4.3148e+00	1.5757e+00	222	2.7882e+02	1269	7.9620e-01	223	2.4139e+02	975	9.2383e-01	2.7176e-06	8.2700e-01	1.0320e+00	1.1834e+00	6.4501e-01	[]	2	protein_coding	chr3	1395	14
CLCN2	ENSG00000114859	ENST00000636658	false	false	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	172	2.1681e+02	996	7.9330e-01	4.0452e-06	7.0000e-01	9.0000e-01	3.0435e+00	1.1115e+00	54	7.6548e+01	345	7.0544e-01	68	8.1745e+01	323	8.3186e-01	1.6868e-06	6.8300e-01	1.0180e+00	1.5202e+00	8.2859e-01	["no_exp_lof"]	2	nonsense_mediated_decay	chr3	463	6
CLCN2	ENSG00000114859	ENST00000636661	false	false	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	316	3.8326e+02	1756	8.2450e-01	4.9376e-06	7.5100e-01	9.0500e-01	3.4358e+00	1.2547e+00	99	1.3791e+02	667	7.1783e-01	147	1.6130e+02	634	9.1135e-01	2.2231e-06	7.9600e-01	1.0450e+00	1.1258e+00	6.1363e-01	["no_exp_lof"]	2	nonsense_mediated_decay	chr3	864	8
CLCN2	ENSG00000114859	ENST00000637538	false	false	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	295	3.5758e+02	1627	8.2500e-01	6.1611e-06	7.4900e-01	9.0800e-01	3.3093e+00	1.2085e+00	106	1.4999e+02	691	7.0672e-01	120	1.4098e+02	538	8.5117e-01	2.3119e-06	7.3300e-01	9.9100e-01	1.7671e+00	9.6314e-01	["no_exp_lof"]	2	nonsense_mediated_decay	chr3	767	8
CLCN2	ENSG00000114859	ENST00000637909	false	false	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	292	3.6941e+02	1735	7.9045e-01	5.8507e-06	7.1800e-01	8.7100e-01	4.0276e+00	1.4709e+00	110	1.4603e+02	726	7.5327e-01	116	1.3910e+02	551	8.3390e-01	1.7536e-06	7.1600e-01	9.7300e-01	1.9590e+00	1.0677e+00	["no_exp_lof"]	2	nonsense_mediated_decay	chr3	914	10
CLCN2	ENSG00000114859	ENST00000638134	false	false	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	300	3.6425e+02	1686	8.2362e-01	4.9293e-06	7.4900e-01	9.0600e-01	3.3663e+00	1.2294e+00	91	1.3214e+02	638	6.8865e-01	137	1.5239e+02	611	8.9899e-01	2.1809e-06	7.8200e-01	1.0360e+00	1.2469e+00	6.7964e-01	["no_exp_lof"]	2	nonsense_mediated_decay	chr3	829	8
CPB2	1361	NM_001278541.2	false	false	28	2.7961e+01	138	1.0014e+00	5.6129e-07	2.9088e-10	5.6096e-01	4.3904e-01	28	2.7961e+01	138	1.0014e+00	5.6129e-07	3.1247e-10	5.4920e-01	4.5080e-01	7.4100e-01	1.3730e+00	NA	NA	-7.3540e-03	-6.2309e-03	234	2.9274e+02	1484	7.9935e-01	3.5342e-06	7.1800e-01	8.9100e-01	3.4331e+00	1.2537e+00	93	1.2875e+02	664	7.2235e-01	104	1.0525e+02	415	9.8810e-01	1.5992e-06	8.4200e-01	1.1630e+00	1.2204e-01	6.6518e-02	[]	NA	NA	NA	NA	NA
CPB2	1361	NM_001872.5	true	true	28	2.7961e+01	138	1.0014e+00	5.6129e-07	2.9088e-10	5.6096e-01	4.3904e-01	28	2.7961e+01	138	1.0014e+00	5.6129e-07	3.1247e-10	5.4920e-01	4.5080e-01	7.4100e-01	1.3730e+00	NA	NA	-7.3540e-03	-6.2309e-03	234	2.9274e+02	1484	7.9935e-01	3.5670e-06	7.1800e-01	8.9100e-01	3.4331e+00	1.2537e+00	97	1.2925e+02	664	7.5051e-01	104	1.0525e+02	415	9.8810e-01	1.5992e-06	8.4200e-01	1.1630e+00	1.2204e-01	6.6518e-02	[]	NA	NA	NA	NA	NA
CPB2	1361	XM_017020393.2	false	false	23	2.5357e+01	126	9.0705e-01	5.1639e-07	5.6259e-08	3.2519e-01	6.7481e-01	23	2.5357e+01	126	9.0705e-01	5.1639e-07	5.9762e-08	3.1483e-01	6.8517e-01	6.5200e-01	1.2850e+00	NA	NA	4.6805e-01	3.9657e-01	208	2.6107e+02	1323	7.9671e-01	1.9870e-06	7.1100e-01	8.9400e-01	3.2847e+00	1.1996e+00	NA	NA	NA	NA	91	9.3883e+01	370	9.6929e-01	1.2879e-06	8.1700e-01	1.1540e+00	2.9756e-01	1.6218e-01	[]	NA	NA	NA	NA	NA
CPB2	ENSG00000080618	ENST00000181383	true	true	28	2.7961e+01	138	1.0014e+00	5.6129e-07	2.9088e-10	5.6096e-01	4.3904e-01	28	2.7961e+01	138	1.0014e+00	5.6129e-07	3.1247e-10	5.4920e-01	4.5080e-01	7.4100e-01	1.3730e+00	14347	7	-7.3540e-03	-6.2309e-03	234	2.9274e+02	1484	7.9935e-01	3.5670e-06	7.1800e-01	8.9100e-01	3.4331e+00	1.2537e+00	97	1.2925e+02	664	7.5051e-01	104	1.0525e+02	415	9.8810e-01	1.5992e-06	8.4200e-01	1.1630e+00	1.2204e-01	6.6518e-02	[]	2	protein_coding	chr13	1269	11
CPB2	ENSG00000080618	ENST00000439329	false	false	28	2.7961e+01	138	1.0014e+00	5.6129e-07	2.9088e-10	5.6096e-01	4.3904e-01	28	2.7961e+01	138	1.0014e+00	5.6129e-07	3.1247e-10	5.4920e-01	4.5080e-01	7.4100e-01	1.3730e+00	NA	NA	-7.3540e-03	-6.2309e-03	234	2.9274e+02	1484	7.9935e-01	3.5342e-06	7.1800e-01	8.9100e-01	3.4331e+00	1.2537e+00	93	1.2875e+02	664	7.2235e-01	104	1.0525e+02	415	9.8810e-01	1.5992e-06	8.4200e-01	1.1630e+00	1.2204e-01	6.6518e-02	[]	2	protein_coding	chr13	1158	10
CPB2	ENSG00000080618	ENST00000674625	false	false	10	7.7710e+00	36	1.2868e+00	1.3811e-07	5.6741e-05	4.7859e-01	5.2135e-01	10	7.7710e+00	36	1.2868e+00	1.3811e-07	6.0713e-05	4.6673e-01	5.3321e-01	7.7900e-01	1.8770e+00	NA	NA	-7.9960e-01	-6.7749e-01	76	8.6387e+01	450	8.7976e-01	1.1606e-06	7.3000e-01	1.0650e+00	1.1176e+00	4.0812e-01	3	8.4124e+00	46	3.5662e-01	33	3.1655e+01	123	1.0425e+00	8.7576e-07	7.8900e-01	1.3940e+00	-2.3914e-01	-1.3034e-01	[]	2	protein_coding	chr13	621	7
CPB2	ENSG00000080618	ENST00000675730	false	false	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	99	1.1686e+02	605	8.4716e-01	1.6834e-06	7.1900e-01	1.0010e+00	1.6523e+00	6.0339e-01	3	9.5285e+00	54	3.1484e-01	41	4.1812e+01	168	9.8059e-01	1.0145e-06	7.6300e-01	1.2720e+00	1.2553e-01	6.8421e-02	["no_exp_lof"]	2	nonsense_mediated_decay	chr13	660	7
